,speaker,date,speak_count,speaker_unique
1934,MR BROADDUS,20020813,2,BROADDUS
1935,MR STERN,20020813,2,STERN
1936,MR OLSON,20020813,2,OLSON
1937,MR BERNANKE,20020813,2,BERNANKE
1938,MR GRAMLICH,20020813,4,GRAMLICH
1939,MR BERNARD,20020813,1,BERNARD
1940,MR BERNARDC,20020813,1,BERNARDC
1941,CHAIRMAN GREENSPAN,20020924,99,GREENSPAN
1942,VICE CHAIRMAN MCDONOUGH,20020924,16,MCDONOUGH
1943,MR KOS,20020924,11,KOS
1944,MR REINHART,20020924,9,REINHART
1945,MR BERNANKE,20020924,4,BERNANKE
1946,MS JOHNSON,20020924,8,JOHNSON
1947,MR POOLE,20020924,6,POOLE
1948,CHAIRMAN GREENSPAN,20020924,1,GREENPAN
1949,MR JORDAN,20020924,7,JORDAN
1950,MR MCTEER,20020924,8,MCTEER
1951,MR STOCKTON,20020924,10,STOCKTON
1952,MR BROADDUS,20020924,3,BROADDUS
1953,MR MOSKOW,20020924,8,MOSKOW
1954,MR PARRY,20020924,5,PARRY
1955,MR STERN,20020924,4,STERN
1956,MR GUYNN,20020924,2,GUYNN
1957,MR SANTOMERO,20020924,2,SANTOMERO
1958,MS MINEHAN,20020924,7,MINEHAN
1959,MR HOENIG,20020924,3,HOENIG
1960,MR GRAMLICH,20020924,4,GRAMLICH
1961,MR KOHN,20020924,3,KOHN
1962,MR FERGUSON,20020924,5,FERGUSON
1963,MS BIES,20020924,4,BIES
1964,MR OLSON,20020924,3,OLSON
1965,MR BERNARD,20020924,1,BERNARD
1966,MR BERNARDC,20020924,1,BERNARDC
1967,CHAIRMAN GREENSPAN,20021106,91,GREENSPAN
1968,VICE CHAIRMAN MCDONOUGH,20021106,18,MCDONOUGH
1969,MR KOS,20021106,4,KOS
1970,MR BROADDUS,20021106,5,BROADDUS
1971,MR STOCKTON,20021106,15,STOCKTON
1972,MS JOHNSON,20021106,1,JOHNSON
1973,MS MINEHAN,20021106,12,MINEHAN
1974,MR PARRY,20021106,7,PARRY
1975,CHAIRMAN GREENSPAN,20021106,1,GREESPAN
1976,MR MCTEER,20021106,3,MCTEER
1977,MR GRAMLICH,20021106,5,GRAMLICH
1978,MR POOLE,20021106,4,POOLE
1979,MR HOENIG,20021106,5,HOENIG
1980,MR MOSKOW,20021106,5,MOSKOW
1981,MR JORDAN,20021106,3,JORDAN
1982,MR SANTOMERO,20021106,5,SANTOMERO
1983,MR STERN,20021106,2,STERN
1984,MR GUYNN,20021106,3,GUYNN
1985,MR KOHN,20021106,3,KOHN
1986,MS BIES,20021106,4,BIES
1987,MR FERGUSON,20021106,4,FERGUSON
1988,MR OLSON,20021106,3,OLSON
1989,MR BERNANKE,20021106,2,BERNANKE
1990,MR REINHART,20021106,11,REINHART
1991,MR BERNARD,20021106,1,BERNARD
1992,MR BERNARDC,20021106,1,BERNARDC
1993,MR LANG,20021106,3,LANG
1994,ACFMR KOS,20021106,1,KOS
1995,CHAIRMAN GREENSPAN,20021210,69,GREENSPAN
1996,VICE CHAIRMAN MCDONOUGH,20021210,7,MCDONOUGH
1997,MR KOS,20021210,2,KOS
1998,MR BERNANKE,20021210,6,BERNANKE
1999,MR STOCKTON,20021210,32,STOCKTON
2000,MS JOHNSON,20021210,1,JOHNSON
2001,MR JORDAN,20021210,3,JORDAN
2002,MR POOLE,20021210,11,POOLE
2003,MR REINHART,20021210,7,REINHART
2004,MR MOSKOW,20021210,7,MOSKOW
2005,MR BROADDUS,20021210,4,BROADDUS
2006,MR PARRY,20021210,18,PARRY
2007,MS MINEHAN,20021210,8,MINEHAN
2008,MR WILCOX,20021210,4,WILCOX
2009,MR GRAMLICH,20021210,4,GRAMLICH
2010,MR GUYNN,20021210,2,GUYNN
2011,MR SANTOMERO,20021210,2,SANTOMERO
2012,MR STERN,20021210,2,STERN
2013,MR MCTEER,20021210,3,MCTEER
2014,MR KOHN,20021210,2,KOHN
2015,MR HOENIG,20021210,2,HOENIG
2016,MR OLSON,20021210,2,OLSON
2017,MR FERGUSON,20021210,2,FERGUSON
2018,MS BIES,20021210,2,BIES
2019,MR MADIGAN,20021210,2,MADIGAN
2020,MR BERNARD,20021210,1,BERNARD
2021,MR BERNARDC,20021210,1,BERNARDC
2022,CHAIRMAN GREENSPAN,20030129,131,GREENSPAN
2023,MS PIANALTO,20030129,3,PIANALTO
2024,MR FERGUSON,20030129,20,FERGUSON
2025,MR KOHN,20030129,6,KOHN
2026,MR BERNARD,20030129,2,BERNARD
2027,VICE CHAIRMAN MCDONOUGH,20030129,29,MCDONOUGH
2028,MR KOS,20030129,13,KOS
2029,MR BROADDUS,20030129,12,BROADDUS
2030,MS MINEHAN,20030129,13,MINEHAN
2031,MR SACK,20030129,16,SACK
2032,MR BERNANKE,20030129,14,BERNANKE
2033,MR CROUSHORE,20030129,2,CROUSHORE
2034,MR REINHART,20030129,11,REINHART
2035,MR RUDEBUSCH,20030129,20,RUDEBUSCH
2036,MR GRAMLICH,20030129,10,GRAMLICH
2037,MR TETLOW,20030129,10,TETLOW
2038,MR POOLE,20030129,7,POOLE
2039,MR MOSKOW,20030129,5,MOSKOW
2040,MR PARRY,20030129,6,PARRY
2041,MR STERN,20030129,4,STERN
2042,MR SANTOMERO,20030129,3,SANTOMERO
2043,MR HOENIG,20030129,5,HOENIG
2044,MS BIES,20030129,7,BIES
2045,MR STOCKTON,20030129,5,STOCKTON
2046,MS KOS,20030129,1,KOS
2047,MR SLIFMAN,20030129,10,SLIFMAN
2048,MR STRUCKMEYER,20030129,10,STRUCKMEYER
2049,MS JOHNSON,20030129,15,JOHNSON
2050,MR GUYNN,20030129,2,GUYNN
2051,MR MCTEER,20030129,1,MCTEER
2052,MR OLSON,20030129,1,OLSON
2053,MR BERNARDC,20030129,1,BERNARDC
2054,CHAIRMAN GREENSPAN,20030318,86,GREENSPAN
2055,VICE CHAIRMAN MCDONOUGH,20030318,13,MCDONOUGH
2056,MR PARRY,20030318,9,PARRY
2057,MR KOS,20030318,9,KOS
2058,MR FERGUSON,20030318,5,FERGUSON
2059,MR REINHART,20030318,5,REINHART
2060,MR BERNANKE,20030318,5,BERNANKE
2061,MS JOHNSON,20030318,2,JOHNSON
2062,MR STOCKTON,20030318,9,STOCKTON
2063,MR BROADDUS,20030318,7,BROADDUS
2064,MR HOENIG,20030318,7,HOENIG
2065,MS MINEHAN,20030318,11,MINEHAN
2066,MR MOSKOW,20030318,7,MOSKOW
2067,MR POOLE,20030318,3,POOLE
2068,MR GUYNN,20030318,3,GUYNN
2069,MR STERN,20030318,2,STERN
2070,MR SANTOMERO,20030318,3,SANTOMERO
2071,MR KOHN,20030318,3,KOHN
2072,MR MCTEER,20030318,4,MCTEER
2073,MR GRAMLICH,20030318,3,GRAMLICH
2074,MS PIANALTO,20030318,2,PIANALTO
2075,MR OLSON,20030318,2,OLSON
2076,MS BIES,20030318,2,BIES
2077,ICHAIRMAN GREENSPAN,20030318,1,GREENSPAN
2078,MR BERNARD,20030318,3,BERNARD
2079,MR BERNARDC,20030318,1,BERNARDC
2080,CHAIRMAN GREENSPAN,20030506,80,GREENSPAN
2081,VICE CHAIRMAN MCDONOUGH,20030506,13,MCDONOUGH
2082,MR KOS,20030506,6,KOS
2083,MR FERGUSON,20030506,12,FERGUSON
2084,MR POOLE,20030506,15,POOLE
2085,MR BROADDUS,20030506,5,BROADDUS
2086,MR STOCKTON,20030506,19,STOCKTON
2087,MS JOHNSON,20030506,1,JOHNSON
2088,MR PARRY,20030506,7,PARRY
2089,MR MOSKOW,20030506,6,MOSKOW
2090,MR WILCOX,20030506,5,WILCOX
2091,MS MINEHAN,20030506,8,MINEHAN
2092,MR OLSON,20030506,4,OLSON
2093,MR SLIFMAN,20030506,2,SLIFMAN
2094,MR BERNANKE,20030506,4,BERNANKE
2095,MR SANTOMERO,20030506,2,SANTOMERO
2096,MR GUYNN,20030506,3,GUYNN
2097,MR STERN,20030506,2,STERN
2098,MR MCTEER,20030506,2,MCTEER
2099,MR HOENIG,20030506,5,HOENIG
2100,MS PIANALTO,20030506,2,PIANALTO
2101,MR KOHN,20030506,2,KOHN
2102,MS BIES,20030506,3,BIES
2103,MR GRAMLICH,20030506,4,GRAMLICH
2104,MR REINHART,20030506,3,REINHART
2105,ICHAIRMAN GREENSPAN,20030506,1,GREENSPAN
2106,MR BERNARD,20030506,2,BERNARD
2107,MR BERNARDC,20030506,1,BERNARDC
2108,CHAIRMAN GREENSPAN,20030625,117,GREENSPAN
2109,MR POOLE,20030625,8,POOLE
2110,MR GUYNN,20030625,7,GUYNN
2111,MR REINHART,20030625,24,REINHART
2112,MR KOS,20030625,5,KOS
2113,MR FERGUSON,20030625,16,FERGUSON
2114,MS JOHNSON,20030625,4,JOHNSON
2115,MR HOENIG,20030625,11,HOENIG
2116,MS MINEHAN,20030625,13,MINEHAN
2117,MR STERN,20030625,3,STERN
2118,MR PARRY,20030625,16,PARRY
2119,MR MOSKOW,20030625,14,MOSKOW
2120,MR BROADDUS,20030625,4,BROADDUS
2121,MR GRAMLICH,20030625,4,GRAMLICH
2122,MR KOHN,20030625,4,KOHN
2123,MR BERNANKE,20030625,6,BERNANKE
2124,MR SANTOMERO,20030625,3,SANTOMERO
2125,MS BIES,20030625,4,BIES
2126,MR OLSON,20030625,3,OLSON
2127,MS PIANALTO,20030625,3,PIANALTO
2128,MR MCTEER,20030625,9,MCTEER
2129,MR OLINER,20030625,4,OLINER
2130,MR WILCOX,20030625,7,WILCOX
2131,MR STOCKTON,20030625,3,STOCKTON
2132,MR STEWART,20030625,2,STEWART
2133,MR BERNARD,20030625,1,BERNARD
2134,MR BERNARDC,20030625,1,BERNARDC
2135,CHAIRMAN GREENSPAN,20030625,1,GREESPAN
2136,CHAIRMAN GREENSPAN,20030625,1,GREENSPAN
2137,CHAIRMAN GREENSPAN,20030812,105,GREENSPAN
2138,MR FERGUSON,20030812,24,FERGUSON
2139,MR KOS,20030812,15,KOS
2140,MR REINHART,20030812,11,REINHART
2141,MS JOHNSON,20030812,2,JOHNSON
2142,MR PARRY,20030812,14,PARRY
2143,MR STEWART,20030812,3,STEWART
2144,MS BIES,20030812,5,BIES
2145,MS MINEHAN,20030812,20,MINEHAN
2146,MR BERNANKE,20030812,5,BERNANKE
2147,MR WILCOX,20030812,10,WILCOX
2148,UK PMI,20030812,1,PMI
2149,MR MOSKOW,20030812,7,MOSKOW
2150,GDPCHAIRMAN GREENSPAN,20030812,1,GREENSPAN
2151,MR STERN,20030812,3,STERN
2152,MR BROADDUS,20030812,5,BROADDUS
2153,MR GUYNN,20030812,4,GUYNN
2154,MR SANTOMERO,20030812,3,SANTOMERO
2155,MS PIANALTO,20030812,2,PIANALTO
2156,MR MCTEER,20030812,3,MCTEER
2157,MR POOLE,20030812,6,POOLE
2158,MR HOENIG,20030812,4,HOENIG
2159,MR KOHN,20030812,4,KOHN
2160,MR OLSON,20030812,2,OLSON
2161,MR GRAMLICH,20030812,9,GRAMLICH
2162,MR MADIGAN,20030812,1,MADIGAN
2163,MR BERNARD,20030812,1,BERNARD
2164,MR BERNARDC,20030812,1,BERNARDC
2165,MS SMITH,20030812,8,SMITH
2166,CHAIRMAN GREENSPAN,20030916,100,GREENSPAN
2167,MR PARRY,20030916,8,PARRY
2168,MR REINHART,20030916,3,REINHART
2169,MR POOLE,20030916,11,POOLE
2170,MR GRAMLICH,20030916,9,GRAMLICH
2171,MR BERNANKE,20030916,5,BERNANKE
2172,MR KOHN,20030916,7,KOHN
2173,MR FERGUSON,20030916,15,FERGUSON
2174,MS MINEHAN,20030916,7,MINEHAN
2175,MR MOSKOW,20030916,7,MOSKOW
2176,MS SMITH,20030916,3,SMITH
2177,MR GUYNN,20030916,5,GUYNN
2178,MS BIES,20030916,4,BIES
2179,MR KOS,20030916,6,KOS
2180,MS JOHNSON,20030916,3,JOHNSON
2181,MR STOCKTON,20030916,16,STOCKTON
2182,MR BROADDUS,20030916,4,BROADDUS
2183,MR HOENIG,20030916,4,HOENIG
2184,MR SANTOMERO,20030916,2,SANTOMERO
2185,MR STEWART,20030916,2,STEWART
2186,MR STERN,20030916,3,STERN
2187,GDPMR BROADDUS,20030916,1,BROADDUS
2188,MS PIANALTO,20030916,2,PIANALTO
2189,MR MCTEER,20030916,2,MCTEER
2190,MR OLSON,20030916,2,OLSON
2191,MR BERNARD,20030916,1,BERNARD
2192,MR BERNARDC,20030916,1,BERNARDC
2193,CHAIRMAN GREENSPAN,20031028,107,GREENSPAN
2194,MR FERGUSON,20031028,13,FERGUSON
2195,MR KOS,20031028,11,KOS
2196,MS JOHNSON,20031028,8,JOHNSON
2197,MR MCTEER,20031028,4,MCTEER
2198,MR POOLE,20031028,15,POOLE
2199,MR REINHART,20031028,20,REINHART
2200,MR STOCKTON,20031028,17,STOCKTON
2201,MR HOENIG,20031028,5,HOENIG
2202,MR MOSKOW,20031028,8,MOSKOW
2203,MR PARRY,20031028,16,PARRY
2204,MR STERN,20031028,8,STERN
2205,MS MINEHAN,20031028,8,MINEHAN
2206,MR SANTOMERO,20031028,5,SANTOMERO
2207,MR STEWART,20031028,2,STEWART
2208,MR GUYNN,20031028,3,GUYNN
2209,MR BROADDUS,20031028,4,BROADDUS
2210,MS PIANALTO,20031028,2,PIANALTO
2211,MR KOHN,20031028,3,KOHN
2212,MR GRAMLICH,20031028,10,GRAMLICH
2213,MR OLSON,20031028,5,OLSON
2214,MS BIES,20031028,2,BIES
2215,MR BERNANKE,20031028,3,BERNANKE
2216,IMR GRAMLICH,20031028,1,GRAMLICH
2217,MR BERNARD,20031028,1,BERNARD
2218,MR BERNARDC,20031028,1,BERNARDC
2219,MR GEITHNER,20031209,2,GEITHNER
2220,CHAIRMAN GREENSPAN,20031209,89,GREENSPAN
2221,MR FERGUSON,20031209,24,FERGUSON
2222,MR KOS,20031209,12,KOS
2223,MR REINHART,20031209,8,REINHART
2224,MR BERNANKE,20031209,4,BERNANKE
2225,MS JOHNSON,20031209,13,JOHNSON
2226,MR POOLE,20031209,12,POOLE
2227,MR STOCKTON,20031209,13,STOCKTON
2228,MR HOENIG,20031209,6,HOENIG
2229,MR PARRY,20031209,6,PARRY
2230,MR MOSKOW,20031209,5,MOSKOW
2231,MS MINEHAN,20031209,9,MINEHAN
2232,MR MADIGAN,20031209,4,MADIGAN
2233,MR SANTOMERO,20031209,5,SANTOMERO
2234,MS PIANALTO,20031209,4,PIANALTO
2235,MR BROADDUS,20031209,3,BROADDUS
2236,MR MCTEER,20031209,4,MCTEER
2237,MR GUYNN,20031209,2,GUYNN
2238,MR LYON,20031209,2,LYON
2239,MR KOHN,20031209,3,KOHN
2240,VICE CHAIRMAN GEITHNER,20031209,1,GEITHNER
2241,MR GRAMLICH,20031209,5,GRAMLICH
2242,MR OLSON,20031209,2,OLSON
2243,MS BIES,20031209,3,BIES
2244,MR BERNARD,20031209,1,BERNARD
2245,MR BERNARDC,20031209,1,BERNARDC
2246,CHAIRMAN GREENSPAN,20040128,129,GREENSPAN
2247,MR FERGUSON,20040128,101,FERGUSON
2248,MR KOHN,20040128,11,KOHN
2249,MR BERNARD,20040128,4,BERNARD
2250,MR KOS,20040128,9,KOS
2251,MR POOLE,20040128,20,POOLE
2252,MR REINHART,20040128,15,REINHART
2253,MR GRAMLICH,20040128,15,GRAMLICH
2254,MS MINEHAN,20040128,20,MINEHAN
2255,MR HOENIG,20040128,8,HOENIG
2256,MR PARRY,20040128,13,PARRY
2257,MR SANTOMERO,20040128,11,SANTOMERO
2258,MR STERN,20040128,5,STERN
2259,MR BROADDUS,20040128,5,BROADDUS
2260,MR BERNANKE,20040128,9,BERNANKE
2261,MR MCTEER,20040128,12,MCTEER
2262,MR GUYNN,20040128,5,GUYNN
2263,MS PIANALTO,20040128,5,PIANALTO
2264,MS BIES,20040128,5,BIES
2265,MR MOSKOW,20040128,10,MOSKOW
2266,VICE CHAIRMAN GEITHNER,20040128,8,GEITHNER
2267,MR OLSON,20040128,8,OLSON
2268,MR MATTINGLY,20040128,1,MATTINGLY
2269,MR STOCKTON,20040128,9,STOCKTON
2270,MR SLIFMAN,20040128,19,SLIFMAN
2271,MR KAMIN,20040128,6,KAMIN
2272,MR STRUCKMEYER,20040128,7,STRUCKMEYER
2273,CHAIRMAN GREENSPAN,20040128,1,GREENPAN
2274,ICHAIRMAN GREENSPAN,20040128,2,GREENSPAN
2275,MR BERNARDC,20040128,1,BERNARDC
2276,MR BERNARDG,20040128,1,BERNARDG
2277,MS SMITH,20040128,5,SMITH
2278,CHAIRMAN GREENSPAN,20040316,82,GREENSPAN
2279,MR PARRY,20040316,9,PARRY
2280,MR KOS,20040316,14,KOS
2281,MR REINHART,20040316,8,REINHART
2282,MS MINEHAN,20040316,5,MINEHAN
2283,MR KOHN,20040316,4,KOHN
2284,MR POOLE,20040316,9,POOLE
2285,MR STOCKTON,20040316,11,STOCKTON
2286,MS JOHNSON,20040316,7,JOHNSON
2287,MR MOSKOW,20040316,5,MOSKOW
2288,MR MCTEER,20040316,2,MCTEER
2289,MR BROADDUS,20040316,2,BROADDUS
2290,MR SANTOMERO,20040316,2,SANTOMERO
2291,MR GUYNN,20040316,6,GUYNN
2292,MR HOENIG,20040316,2,HOENIG
2293,MR STERN,20040316,2,STERN
2294,MS PIANALTO,20040316,2,PIANALTO
2295,MR GRAMLICH,20040316,3,GRAMLICH
2296,VICE CHAIRMAN GEITHNER,20040316,2,GEITHNER
2297,MR OLSON,20040316,2,OLSON
2298,MR FERGUSON,20040316,3,FERGUSON
2299,MR BERNANKE,20040316,5,BERNANKE
2300,MS BIES,20040316,2,BIES
2301,MR BERNARD,20040316,1,BERNARD
2302,MR BERNARDC,20040316,1,BERNARDC
2303,CHAIRMAN GREENSPAN,20040504,91,GREENSPAN
2304,MR BROADDUS,20040504,6,BROADDUS
2305,MS MINEHAN,20040504,5,MINEHAN
2306,MR REINHART,20040504,16,REINHART
2307,MR POOLE,20040504,6,POOLE
2308,VICE CHAIRMAN GEITHNER,20040504,3,GEITHNER
2309,MR KOS,20040504,12,KOS
2310,MS JOHNSON,20040504,9,JOHNSON
2311,MR STOCKTON,20040504,2,STOCKTON
2312,MR MOSKOW,20040504,12,MOSKOW
2313,MR MCTEER,20040504,3,MCTEER
2314,MR GUYNN,20040504,5,GUYNN
2315,MR SANTOMERO,20040504,9,SANTOMERO
2316,MR HOENIG,20040504,8,HOENIG
2317,MR KOHN,20040504,2,KOHN
2318,MR STERN,20040504,2,STERN
2319,MR MOORE,20040504,1,MOORE
2320,MS PIANALTO,20040504,2,PIANALTO
2321,MR BERNANKE,20040504,3,BERNANKE
2322,MR GRAMLICH,20040504,4,GRAMLICH
2323,MR OLSON,20040504,2,OLSON
2324,MR FERGUSON,20040504,4,FERGUSON
2325,MS BIES,20040504,5,BIES
2326,MR BERNARD,20040504,1,BERNARD
2327,MR BERNARDC,20040504,1,BERNARDC
2328,CHAIRMAN GREENSPAN,20040630,125,GREENSPAN
2329,MR MATTINGLY,20040630,1,MATTINGLY
2330,MS MINEHAN,20040630,19,MINEHAN
2331,MR FERGUSON,20040630,7,FERGUSON
2332,MS JOHNSON,20040630,56,JOHNSON
2333,MR GAGNON,20040630,15,GAGNON
2334,MS GOLDBERG,20040630,13,GOLDBERG
2335,MR KOS,20040630,9,KOS
2336,GDPMS MINEHAN,20040630,1,MINEHAN
2337,MR GRAMLICH,20040630,11,GRAMLICH
2338,MR SANTOMERO,20040630,6,SANTOMERO
2339,MR HOENIG,20040630,8,HOENIG
2340,MR STOCKTON,20040630,7,STOCKTON
2341,MR MOSKOW,20040630,4,MOSKOW
2342,MR BERNANKE,20040630,7,BERNANKE
2343,MR OLSON,20040630,4,OLSON
2344,VICE CHAIRMAN GEITHNER,20040630,9,GEITHNER
2345,MR KOHN,20040630,5,KOHN
2346,MS BIES,20040630,4,BIES
2347,MR LACKER,20040630,11,LACKER
2348,MR REINHART,20040630,5,REINHART
2349,VICE CHAIRMAN GEITHER,20040630,1,GEITHER
2350,MR OLINER,20040630,16,OLINER
2351,MR WILCOX,20040630,16,WILCOX
2352,MR SHEETS,20040630,1,SHEETS
2353,GDPCHAIRMAN GREENSPAN,20040630,1,GREENSPAN
2354,CPIMS MINEHAN,20040630,1,MINEHAN
2355,MS PIANALTO,20040630,2,PIANALTO
2356,MR STERN,20040630,4,STERN
2357,MS YELLEN,20040630,2,YELLEN
2358,MR MCTEER,20040630,1,MCTEER
2359,MR POOLE,20040630,7,POOLE
2360,MR GUYNN,20040630,1,GUYNN
2361,MR BERNARD,20040630,1,BERNARD
2362,MR BERNARDC,20040630,1,BERNARDC
2363,CHAIRMAN GREENSPAN,20040810,82,GREENSPAN
2364,MS MINEHAN,20040810,3,MINEHAN
2365,MR FERGUSON,20040810,6,FERGUSON
2366,MR KOS,20040810,6,KOS
2367,MR REINHART,20040810,4,REINHART
2368,CPICHAIRMAN GREENSPAN,20040810,1,GREENSPAN
2369,VICE CHAIRMAN GEITHNER,20040810,6,GEITHNER
2370,MR KOHN,20040810,4,KOHN
2371,MR BERNANKE,20040810,3,BERNANKE
2372,MR WILCOX,20040810,3,WILCOX
2373,MS JOHNSON,20040810,16,JOHNSON
2374,MR MOSKOW,20040810,5,MOSKOW
2375,MR POOLE,20040810,4,POOLE
2376,MS PIANALTO,20040810,2,PIANALTO
2377,MR SANTOMERO,20040810,2,SANTOMERO
2378,MR GUYNN,20040810,5,GUYNN
2379,MR HOENIG,20040810,2,HOENIG
2380,MR STERN,20040810,3,STERN
2381,MS YELLEN,20040810,2,YELLEN
2382,MR GRAMLICH,20040810,2,GRAMLICH
2383,MR MCTEER,20040810,2,MCTEER
2384,MR OLSON,20040810,1,OLSON
2385,MS BIES,20040810,2,BIES
2386,MR LACKER,20040810,2,LACKER
2387,MR MADIGAN,20040810,1,MADIGAN
2388,BCHAIRMAN GREENSPAN,20040810,1,GREENSPAN
2389,MR BERNARD,20040810,1,BERNARD
2390,MR BERNARDC,20040810,1,BERNARDC
2391,CHAIRMAN GREENSPAN,20040921,91,GREENSPAN
2392,MS MINEHAN,20040921,18,MINEHAN
2393,MR KOS,20040921,10,KOS
2394,MR REINHART,20040921,9,REINHART
2395,VICE CHAIRMAN GEITHNER,20040921,7,GEITHNER
2396,MS PERELMUTER,20040921,1,PERELMUTER
2397,MR LACKER,20040921,3,LACKER
2398,MR KOHN,20040921,7,KOHN
2399,MS BIES,20040921,3,BIES
2400,MR FERGUSON,20040921,3,FERGUSON
2401,MR SANTOMERO,20040921,5,SANTOMERO
2402,MR POOLE,20040921,3,POOLE
2403,MR STOCKTON,20040921,5,STOCKTON
2404,MS JOHNSON,20040921,17,JOHNSON
2405,MS YELLEN,20040921,4,YELLEN
2406,MR MOSKOW,20040921,5,MOSKOW
2407,MR BERNANKE,20040921,4,BERNANKE
2408,MR GRAMLICH,20040921,4,GRAMLICH
2409,MR HOENIG,20040921,4,HOENIG
2410,MR MCTEER,20040921,2,MCTEER
2411,MS PIANALTO,20040921,2,PIANALTO
2412,MR STERN,20040921,3,STERN
2413,MR GUYNN,20040921,2,GUYNN
2414,MR OLSON,20040921,2,OLSON
2415,MR BERNARD,20040921,4,BERNARD
2416,MR BERNARDC,20040921,1,BERNARDC
2417,CHAIRMAN GREENSPAN,20041110,82,GREENSPAN
2418,MS HOLCOMB,20041110,5,HOLCOMB
2419,MS DANKER,20041110,2,DANKER
2420,MS MINEHAN,20041110,6,MINEHAN
2421,MR FERGUSON,20041110,3,FERGUSON
2422,MR KOS,20041110,4,KOS
2423,MR REINHART,20041110,11,REINHART
2424,MR KOHN,20041110,5,KOHN
2425,VICE CHAIRMAN GEITHNER,20041110,6,GEITHNER
2426,MS JOHNSON,20041110,5,JOHNSON
2427,MR POOLE,20041110,5,POOLE
2428,MR STOCKTON,20041110,5,STOCKTON
2429,MR MOSKOW,20041110,4,MOSKOW
2430,GMMR MOSKOW,20041110,1,MOSKOW
2431,MR SANTOMERO,20041110,3,SANTOMERO
2432,MS YELLEN,20041110,2,YELLEN
2433,MR LACKER,20041110,2,LACKER
2434,MR HOENIG,20041110,2,HOENIG
2435,MR GUYNN,20041110,2,GUYNN
2436,MS PIANALTO,20041110,2,PIANALTO
2437,MR STERN,20041110,2,STERN
2438,MR BERNANKE,20041110,3,BERNANKE
2439,MS BIES,20041110,2,BIES
2440,MR GRAMLICH,20041110,4,GRAMLICH
2441,MR OLSON,20041110,2,OLSON
2442,MS DANKERC,20041110,1,DANKERC
2443,CHAIRMAN GREENSPAN,20041214,99,GREENSPAN
2444,MR KOS,20041214,7,KOS
2445,MR MADIGAN,20041214,5,MADIGAN
2446,MR ELSASSER,20041214,1,ELSASSER
2447,MS MINEHAN,20041214,21,MINEHAN
2448,MR STOCKTON,20041214,2,STOCKTON
2449,MS JOHNSON,20041214,1,JOHNSON
2450,MR MOSKOW,20041214,6,MOSKOW
2451,MR POOLE,20041214,3,POOLE
2452,MS YELLEN,20041214,3,YELLEN
2453,MR SANTOMERO,20041214,5,SANTOMERO
2454,MR GUYNN,20041214,3,GUYNN
2455,MS PIANALTO,20041214,4,PIANALTO
2456,MR HOENIG,20041214,3,HOENIG
2457,MR LACKER,20041214,8,LACKER
2458,MR STERN,20041214,3,STERN
2459,MS HOLCOMB,20041214,2,HOLCOMB
2460,VICE CHAIRMAN GEITHNER,20041214,6,GEITHNER
2461,MR KOHN,20041214,6,KOHN
2462,MR FERGUSON,20041214,4,FERGUSON
2463,MR BERNANKE,20041214,3,BERNANKE
2464,MR GRAMLICH,20041214,6,GRAMLICH
2465,MR OLSON,20041214,3,OLSON
2466,MS BIES,20041214,1,BIES
2467,CCHAIRMAN GREENSPAN,20041214,1,GREENSPAN
2468,MS DANKER,20041214,2,DANKER
2469,MS DANKERC,20041214,2,DANKERC
2470,MR REINHART,20041214,16,REINHART
2471,MS DANKERP,20041214,1,DANKERP
2472,MR MOSKOW,20041214,1,MOSCOW
2473,CHAIRMAN GREENSPAN,20050202,87,GREENSPAN
2474,MR FERGUSON,20050202,9,FERGUSON
2475,MR GRAMLICH,20050202,8,GRAMLICH
2476,MS DANKER,20050202,2,DANKER
2477,MR KOS,20050202,3,KOS
2478,MR MOSKOW,20050202,7,MOSKOW
2479,MR WILCOX,20050202,1,WILCOX
2480,MR ELMENDORF,20050202,1,ELMENDORF
2481,MR REINHART,20050202,19,REINHART
2482,MR BERNANKE,20050202,7,BERNANKE
2483,MS BIES,20050202,4,BIES
2484,MR HOENIG,20050202,3,HOENIG
2485,MR POOLE,20050202,13,POOLE
2486,MR STERN,20050202,3,STERN
2487,MR SANTOMERO,20050202,6,SANTOMERO
2488,MS MINEHAN,20050202,14,MINEHAN
2489,MR LACKER,20050202,7,LACKER
2490,MS YELLEN,20050202,3,YELLEN
2491,MR KOHN,20050202,3,KOHN
2492,MS PIANALTO,20050202,3,PIANALTO
2493,MR GUYNN,20050202,3,GUYNN
2494,MR OLSON,20050202,3,OLSON
2495,VICE CHAIRMAN GEITHNER,20050202,10,GEITHNER
2496,MR SLIFMAN,20050202,1,SLIFMAN
2497,MR STRUCKMEYER,20050202,2,STRUCKMEYER
2498,MS JOHNSON,20050202,15,JOHNSON
2499,MS HOLCOMB,20050202,3,HOLCOMB
2500,CHAIRMAN GEITHNER,20050202,1,GEITHNER
2501,MS DANKERC,20050202,1,DANKERC
2502,CHAIRMAN GREENSPAN,20050322,116,GREENSPAN
2503,MR KOS,20050322,9,KOS
2504,CRBCHAIRMAN GREENSPAN,20050322,1,GREENSPAN
2505,MR BERNANKE,20050322,6,BERNANKE
2506,MR STOCKTON,20050322,13,STOCKTON
2507,MS MINEHAN,20050322,12,MINEHAN
2508,VICE CHAIRMAN GEITHNER,20050322,9,GEITHNER
2509,MS JOHNSON,20050322,11,JOHNSON
